"id","heading","images","description","reporter","town","city","reporter_id","featured","status","top_news","top_new_b1","top_new_b2","top_new_b3","created_at","updated_at"
"173","روپے کے مقابلے میں امریکی ڈالر کی قیمت میں بڑا اضافہ","[""66JQAY8Yi0.jpg""]","ملک بھر میں روپے کے مقابلے میں امریکی ڈالر کی قدر میں ایک مرتبہ پھر بڑا اضافہ ہو گیا جبکہ پاکستان سٹاک مارکیٹ میں زبردست تیزی کی واپسی ہوئی ہے جس کے باعث سرمایہ کاروں کو اربوں روپے کا فائدہ ہوا ہے۔

سٹیٹ بینک آف پاکستان کی سماجی رابطے کی ویب سائٹ ٹویٹرپر جاری کردہ اعداد و شمار کے مطابق رواں ہفتے کے پہلے کاروباری روز کے دوران انٹر بینک میں روپے کے مقابلے میں امریکی ڈالر کی قیمت میں دو روپے 14 پیسے کا بڑا اضافہ دیکھا گیا۔

اعداد و شمار کے مطابق انٹربینک میں روپے کے مقابلے میں امریکی ڈالر کی قیمت 197روپے 92 پیسے سے بڑھ کر 200 روپے 6 پیسے ہو گئی ہے۔اُدھر انٹر بینک کی طرح اوپن مارکیٹ میں بھی امریکی کرنسی کی قیمت میں 2 روپے 50 پیسے کا اضافہ دیکھا گیا اور نئی قیمت 201 روپے ہو گئی ہے۔

دوسری طرف پاکستان سٹاک مارکیٹ میں 262.33 پوائنٹس کی زبردست تیزی ریکارڈ کی گئی اور 100 انڈیکس 41577.21 پوائنٹس کی سطح پر پہنچ کر بند ہوا۔

پورے کاروباری روز کے دوران کاروبار میں 0.63 فیصد کی بہتری دیکھی گئی جبکہ 9 کروڑ 53 لاکھ 88 ہزار 706 شیئرز کا لین دین ہوا جس کے باعث سرمایہ کاروں کو اربوں روپے کا فائدہ ہوا۔","فیصل گجر","کوٹلہ",NULL,"17","0","1","0",NULL,NULL,NULL,"2022-06-06 21:45:06","2022-10-14 19:36:23"
"174","ہفتے میں ساڑھے 4 دن کام، جمعہ کو آدھا دن آرام: خواجہ آصف کی تجویز","[""dnru2IED3N.jpg""]","وفاقی وزیر دفاع خواجہ آصف نے موجودہ حالات کو بہتر بنانے کیلئے نئی تجویز دے دی ہے۔

سماجی رابطے کی ویب سائٹ ٹوئٹر پر پیغام جاری کرتے ہوئے خواجہ آصف نے لکھا کہ موجودہ حالات میں سارے ملک میں ہفتہ میں ہفتہ اتوار پوری تعطیل اور جمعہ کے روز آدھا دن یعنی ہفتہ میں 4.5 دن کام ہو۔

وزیر دفاع نے لکھا کہ کام کے دنوں میں ایک گھنٹہ دفاتر کا دورانیہ بڑھا دیا جائے، سڑکوں پہ ٹریفک کم ہوگی، تیل اور بجلی دونوں کی بچت ہوگی، کفایت شعاری کے کلچر کو فروغ ملے گا۔","فیصل گجر","کوٹلہ",NULL,"17","0","1","0",NULL,NULL,NULL,"2022-06-06 21:48:34","2022-10-14 19:36:23"
"175","جو بھی قانون توڑے گا وہ گرفت میں آئے گا: رانا ثنا اللہ کی وارننگ","[""nF9OXi5QTT.jpg""]","وفاقی وزیر داخلہ رانا ثنا اللہ نے کہا ہے کہ عمران نیازی ہنگامہ آرائی اور فتنہ فساد کے دو درجن سے زائد مقدمات میں نامزد ہیں، ضمانت ختم ہونے پر ان کی سکیورٹی ہی انہیں گرفتار کرلے گی، آپ جھوٹ بولیں، گولیاں برسائیں، آگ لگائیں اور ہم تماشائی بن کر دیکھتے رہیں، یہ نہیں ہوسکتا، جو بھی قانون توڑے گا وہ گرفت میں آئے گا۔

پی ٹی آئی رہنما شاہ محمود قریشی کے بیان پر ردعمل دیتے ہوئے رانا ثنا اللہ نے کہا کہ بے گناہ پولیس اہلکار کی شہادت کے ذمہ داروں، اسلحہ، گولہ و بارود کوئی سیاسی ردِ عمل نہیں، آپ جھوٹ بولیں، گولیاں برسائیں، ڈنڈے چلائیں، آگ لگائیں، سر پھاڑیں، ہم تماشائی بن کر دیکھیں، یہ نہیں ہوسکتا، قانون اور قاعدے پر سختی سے عمل ہوگا، قانون کی خلاف ورزی کریں گے، نہ ہی کرنے دیں گے۔

وزیر داخلہ نے عمران خان پر تنقید کرتے ہوئے کہا کہ بھگوڑے کو سرکاری ہیلی کاپٹر پر بنی گالا واپس آتے ہی جھوٹ کا نیا دورہ پڑ گیا ہے، 25 مئی کو جو ڈر کر چھپ گئے تھے، اب بلوں سے باہر نکل آئے ہیں، 11 دن پہلے کوئی نکلا نہ اب کوئی نکلے گا، جن کا مال کھایا ہے وہ البتہ وصولی کے لئے بنی گالا ضرور آسکتے ہیں۔

انہوں نے کہا کہ شکر ہے انقلاب آج پشاور سے خیبر پختونخوا حکومت کے ہیلی کاپٹر پہ اکیلا بنی گالا پہنچ گیا، عوام نے آپ کو مسترد کر کے اپنا عوامی ردِ عمل دے دیا ہے، عوام نے بھگوڑوں کے خلاف عوامی ردِ عمل دے دیا ہے، جس کے بولنے اور کھلے رہنے سے ہمیں فائدہ ہو اُس کی گرفتاری میں وقت ضائع نہیں کرنا چاہتا، جو بھی قانون توڑے گا قانون کی گرفت میں آئے گا۔

 عمران نیازی کی ضمانت ختم ہونے پر ان کی سکیورٹی ہی گرفتار کر لے گی

قبل ازیں وفاقی وزیر داخلہ رانا ثنااللہ نے کہا ہے کہ عمران نیازی کو اسلام آباد واپسی پر خوش آمدید کہتے ہیں، ان کی ضمانت ختم ہونے پر ان کو دی گئی سکیورٹی ہی گرفتار کر لے گی۔

وزیر داخلہ رانا ثنا کا کہنا تھا کہ عمران خان کو قانون کے مطابق سکیورٹی فراہم کی جا رہی ہے، وہ 2 درجن سے زائد مقدمات میں نامزد ہیں جن میں ہنگامہ آرائی،فتنہ وفساد،وفاق پرمسلح حملوں کےجرائم شامل ہیں۔

انہوں نے کہا کہ عمران خان اخلاقی اورجمہوری قدروں سےیکسرعاری ہیں، اپنےمخالفین کوغدارکہہ کےپکارتے ہیں۔ ایساشخص کس طرح ایک جمہوری معاشرےمیں سیاسی جماعت کاسربراہ ہوسکتاہے، یہ پوری قوم کیلئے لمحہ فکریہ ہے۔","فیصل گجر","کوٹلہ",NULL,"17","0","1","0",NULL,NULL,NULL,"2022-06-06 21:50:08","2022-10-14 19:36:23"
"176","وزیراعلیٰ پنجاب حمزہ شہباز کے انتخاب کے خلاف زیرالتوا درخواستیں اپنی عدالت سے دوسرے جج کو منتقل کر دیں","[""4d8oJn0pU1.jpg""]","منحرف ارکان کے ووٹ شمار نہ کیے جانے کے حوالے سے سپریم کورٹ کے فیصلے اور الیکشن کمیشن آف پاکستان (ای سی پی) کی جانب سے وزیر اعلیٰ کے انتخاب میں پارٹی سے انحراف کرنے پر 25 ارکان صوبائی اسمبلی کو ڈی سیٹ کیے جانے کے بعد پی ٹی آئی، مسلم لیگ (ق)، پنجاب اسمبلی کے اسپیکر پرویز الٰہی اور دیگر کی جانب سے حمزہ شہباز کے خلاف دائر درخواستوں کی سماعت چیف جسٹس لاہور ہائی کورٹ کر رہے تھے۔

یکم جون کو ہونے والی آخری سماعت کے دوران پرویز الٰہی کے وکیل بیرسٹر سید علی ظفر نے چیف جسٹس کے سامنے اپنے دلائل مکمل کر لیے تھے اور وزیراعلیٰ پنجاب حمزہ شہباز کے وکیل کو پیر کو (گزشتہ روز) دوبارہ اپنے دلائل شروع کرنے تھے۔تاہم گزشتہ روز رجسٹرار آفس نے درخواستوں کو جسٹس شجاعت علی خان کے سامنے سپلیمنٹری کاز لسٹ میں سماعت کے لیے مقرر کردیا۔

جسٹس شجاعت علی خان نے کہا کہ ریکارڈ سے ظاہر ہوتا ہے کہ اس معاملے کو جزوی طور پر چیف جسٹس نے سنا اور ان کی درخواستوں کی منتقلی کے حوالے سے عدالت کی جانب سے کوئی حکم نہیں دیا گیا۔

جج نے رجسٹرار آفس کو ہدایت کی کہ مناسب احکامات کے لیے معاملہ چیف جسٹس کے سامنے رکھا جائے۔بعد ازاں جسٹس شجاعت علی خان کی جانب سے جاری کیے گئے تحریری حکم نامے میں کہا گیا کہ ’مذکورہ حکم نامے پر دستخط کرنے سے پہلے ڈائریکٹر جنرل (جوڈیشل اینڈ کیس مینجمنٹ) نے متعلقہ معاملات سمیت اس پٹیشن کی اس بینچ کے پاس منتقلی کے حوالے سے معزز چیف جسٹس کے جاری کیے گئے حکم نامے کی ایک نقل پیش کی۔‘

جسٹس شجاعت علی خان نے اپنے گزشتہ حکم نامے کا حوالہ دیا اور اسے 26 جون کو اپنی عدالت میں سماعت کے لیے مقرر کرنے کے لیے دفتر کو ہدایت دی۔

اس معاملے میں وزیراعلیٰ حمزہ شہباز پہلے ہی درخواستوں کا تحریری جواب داخل کر چکے ہیں جس میں کہا گیا کہ منحرف ہونے والوں کے ووٹوں پر سپریم کورٹ کی رائے کا کوئی اثر نہیں پڑے گا۔

مزید پڑھیں: منی لانڈرنگ کیس: شہباز شریف، حمزہ شہباز کی ضمانت میں 11 جون تک توسیع

ایڈووکیٹ خالد اسحٰق کے توسط سے داخل کردہ جواب میں کہا گیا کہ سپریم کورٹ کی جانب سے پارلیمنٹیرینز کے انحراف سے متعلق آرٹیکل 63 اے کی تشریح کا فیصلہ جاری کیے جانے سے پہلے ہی حمزہ شہباز کا انتخاب ہو چکا تھا۔

اس میں مزید کہا گیا کہ وزیراعلٰی کا انتخاب آرٹیکل 63 اے پر سپریم کورٹ کی رائے سے پہلے ہوا تھا اور یہ ایک طے شدہ قانون ہے کہ اعلیٰ عدالتوں کے ذریعے قانون کی کسی بھی تشریح کا اطلاق سابقہ معاملات پر نہیں ہوتا جب تک کہ اس حوالے سے واضح طور پر احکامات جاری نہ کیے جائیں۔

اس میں کہا گیا کہ صدارتی ریفرنس کا تعلق وزیر اعظم کے انتخاب میں عدم اعتماد کے ووٹ سے ہے۔

دوسری جانب بیرسٹر علی ظفر نے مؤقف اختیار کیا کہ عدالت عظمیٰ کی رائے کا منحرف اراکین کے سابقہ ووٹوں پر بھی اثر پڑے گا۔

انہوں نے کہا کہ جب عدالتیں کسی قانون کی تشریح کرتی ہیں تو درحقیقت یہ فیصلہ ہوتا ہے کہ یہ قانون کیا ہے اور جس دن سے یہ قانون وجود میں آیا اس روز سے اس کی کیا مراد لی جانی چاہیے تھی۔","شیخ مظفر","بھاگووال",NULL,"21","0","1","0",NULL,NULL,NULL,"2022-06-07 17:57:03","2022-11-21 17:25:28"
"177","مارکیٹ ذرائع نے کہا ہے کہ مقامی بینکوں کی مدد سے تیل کرنا مزید ممکن نہیں ہے","[""AOC9GHHILA.jpg""]","تاہم، پیش رفت سے باخبر بینکرز نے ڈان کو بتایا کہ پاکستانی حکام تیل برآمد کرنے والی کمپنیوں کو 10 سے 20 فیصد نقد رقم پر ایل سیز قبول کرنے کے لیے راضی کرنے کی کوشش کر رہی ہیں کیونکہ ایسا ملک جسےپہلے ہی ڈالر کی قلت کا سامنا ہے اس کے لیے مکمل ادائیگی کرنا مشکل ہوسکتا ہے۔

یہ حالات مقامی کرنسی کے لیے خاصے مشکل ہیں جس میں گزشتہ روز انٹر مارکیٹ ڈالر کے مقابلے 2روپے 14 پیسے کی کمی ریکارڈ کی گئی ہے، ڈالر کی قدر میں گزشتہ ہفتے کمی دیکھی گئی تاہم 3 جون کو اس کی قیمت میں اچانک 33 پیسے ہوا جس کے بعد ڈالر کی قیمت 197 روپے 92 پیسے ہوگئی۔دو روز بعد مارکیٹیں کھلنے کے بعد ڈالر کی قدر میں خاصہ اضافہ دیکھا گیا لیکن بینکرز کے لیے یہ بات حیرت انگیز نہیں ہے، برآمد کنندگان شکایات کر رہے ہیں کہ انہیں اوپننگ ایل سیز میں مشکلات کا سامنا ہے، آئل برآمد کرنے والے ممالک مقامی بینک کے ایل سیز قبول نہیں کر رہے ہیں۔

شناخت ظاہر نہ کرنے کی شرط پر ایک سینئر بینکر نے ڈان کو بتایا کہ’ تیل کے برآمد کنندگان ممالک کے غیر ملکی بینک کے ایل سیز کے مطالبے کے بعد پاکستان کے لیے حالات سنگین ہوتے جارہے ہیں۔

برآمد کنندہ تیل کے درآمد کنندگان ممالک سے 100 فیصد نقد کا رقم کا مطالبہ کیا ہے۔

مالیاتی شعبے کے ذرائع کا کہنا ہے کہ وزارت خزانہ اور اسٹیٹ بینک آف پاکستان تیل برآمد کرنے والے ممالک سے مذاکرات کر رہے ہیں تاکہ کم مارجن پر مقامی بینکوں کے ایل سیز قبول کر لیے جائیں۔

ایس بی پی کے ذخائر 9 ارب 72 کروڑ 20 لاکھ ڈالر تک کم ہوچکے ہیں یہ رواں مالی سال کی سب سے زیادہ کمی ہے جس کے سبب ملک شدید مشکلات سے دوچار ہے۔مسلم لیگ (ن) کی زیر قیادت مخلوط حکومت ’دوست ممالک‘ اور عالمی مالیاتی ادارے سے مذاکرات کے باوجود بھی اب تک ڈالر کا فلو مضبوط نہیں کر پائی ہے۔

حکومت کا دعویٰ ہے کہ اگر تیل کی قیمت میں اضافے کی شرط پوری کردی جائے تو آئی ایم ایف ارب ڈالر کی قسط جاری کرنے کو تیار ہے، خیال رہے گزشتہ ہفتے تیل کی قیمت میں 60 روپے فی لیٹر تک اضافہ ہوا ہے، تاہم بینکرز کا کہنا ہے کہ مارکیٹ کو وعدوں کے بجائےڈالرز کی ضرورت ہے۔

خیال رہے اب تک چین کا 2ارب 30 کروڑ کا وعدہ پورا ہوا ہے نہ ہی سعودی عرب نے مالیاتی مدد کی درخواست قبول کی ہے، جیساکہ سلطنت ماضی میں کرتی آئی ہے۔

سینئر بینکر کا کہنا ہے کہ ’ اسٹیٹ بینک اور حکومت غیر ملکی سرمایہ کاروں کو پُر کشش قیمتوں میں ٹریژری بل نہیں فروخت کر سکے ہیں‘۔","شیخ مظفر","بھاگووال",NULL,"21","0","1","0",NULL,NULL,NULL,"2022-06-07 18:00:53","2022-11-21 17:25:28"
"178","چین کے نئے خلائی اسٹیشن کے لیے بھیجے گئے تینوں خلاباز کامیابی کے ساتھ خلائی اسٹیشن پہنچ گئے","[""9mqlA1vui1.jpg""]","سرکاری خبر رساں ایجنسی 'اے پی پی' کے مطابق چینی ذرائع ابلاغ نے چین کی خلائی ایجنسی چائنا مینڈ اسپیس (سی ایم ایس اے) کے حوالے سے بتایا کہ چین نے تینوں خلا بازوں کو صحرائے گوبی کے لانچ سینٹر سےشینزو 14 اسپیس کرافٹ کے ذریعے 5 جون کو مقامی وقت کے مطابق صبح 10 بجکر 44 منٹ پر کامیابی سے روانہ کیا جو پیر کو پہنچ گئے۔رپورٹ کے مطابق تینوں خلاباز چین کے تعمیر کردہ تیانگ اونگ اسٹیشن کے موڈیولز میں قیام کریں گے اور ان کی واپسی دسمبر 2022یہ خلائی اسٹیشن کی تعمیر کے لیے بھیجے جانے والا تیسرا انسان بردار مشن ہے، اس خلائی اسٹیشن کے لیے پہلا مشن 2021 میں وہاں پہنچا تھا اور ستمبر 2021 میں اس کی واپسی ہوئی جس کے بعد 6 ماہ کے لیے دوسرا مشن بھیجا گیا۔ میں ہوگیرپورٹ میں مزید بتایا گیا کہ اس خلائی اسٹیشن کے لیے چین کی جانب سے 2022 کے اختتام تک 6 مشن شیڈول کیے گئے ہیں جن میں سے ایک انسان بردار ہوگا، 2 لیبارٹری موڈیولز اور 2 کارگو مشنز ہوں گے۔

مزید کہا گیا کہ اسٹیشن کی تعمیر مکمل ہونے کے بعد توقع ہے کہ اس کی زندگی 15 سال ہوگی جس پر ہر سال 2 انسان بردار اور 2 کارگو مشنز بھیجے جائیں گے۔","شیخ مظفر","بھاگووال",NULL,"21","0","1","0",NULL,NULL,NULL,"2022-06-07 18:06:39","2022-11-21 17:25:28"
"179","ملک میں بجلی کا بحران، شارٹ فال 6 ہزار 99 میگا واٹ ہو گیا، عوام کا جینا محال","[""TTtWDFY1MS.jpg""]","ملک میں بجلی کا بحران جاری ہے، شارٹ فال 6 ہزار 99 میگا واٹ ہو گیا، پیداوار 19 ہزار901 اور طلب 26 ہزار میگا واٹ ہے۔ شدید گرمی میں بجلی کے بار بار تعطل کے سبب عوام کا جینا محال ہو گیا۔تفصیلات کے مطابق ملک کے مختلف علاقوں میں 16 گھنٹے تک لوڈشیڈنگ کے باعث عوام کا جینا محال ہو گیا، لائن لاسز والے علاقوں میں دورانیہ زیادہ ہے۔ ذرائع کا کہنا ہے کہ پانی سے 4 ہزار 193میگاواٹ بجلی پیدا کی جارہی ہے ، سرکاری تھرمل پلانٹس 1 ہزار 261 میگاواٹ بجلی پیدا کررہے ہیں، نجی شعبے کے بجلی گھروں کی مجموعی پیداوار 11ہزار 565 میگاواٹ ہے۔ونڈ پاور پلانٹس 1ہزار347 میگاواٹ اور سولرپلانٹس سے پیداوار118 ہے ، بگاس سے چلنے والے پلانٹس 181 میگاواٹ بجلی پیدا کررہے ہیں جبکہ جوہری ایندھن 1ہزار 237 میگاواٹ بجلی پیدا کی جارہی ہے۔

اسلام آباد ریجن میں 6گھنٹے تک لوڈ شیڈنگ کی جا رہی ہے، زیادہ نقصانات والے علاقوں میں لوڈشیڈنگ کا دورانیہ زیادہ ہے۔بجلی کے تعطل کے سبب شدید گرم موسم میں عوام کا جینا محال ہے، کاروبار میں بھی کمی آنے لگی۔ شہریوں نے شکوہ کیا ہے کہ حکومت کے تمام تر دعووں کےباوجود صورتحال میں کوئی قابل ذکر تبدیلی نہیں آ رہی، حکومت باتوں کی بجائے سنجیدہ اقدامات اٹھائے۔","اسد",NULL,"ڈنگہ","9","0","1","0",NULL,NULL,NULL,"2022-06-07 18:22:01","2022-10-07 19:17:37"
"180","پنجاب اور سندھ میں آج موسم شدید گرم، خیبرپی کے اور گلگت بلتستان میں بارش متوقع","[""O1hZdpHEsC.jpg""]","موسم کا حال بتانے والوں کے مطابق آج پنجاب اور سندھ میں موسم شدید گرم رہے گا، بالائی خیبرپختونخوا اور گلگت بلتستان میں بارش کا امکان ہے۔

محکمہ موسمیات کے مطابق آج پنجاب میں موسم شدید گرم رہے گا، لاہور میں درجہ حرارت 45، بہاولپور اور ملتان میں 46، فیصل آباد اور سرگودھا میں 47 تک جانے کی پیشگوئی ہے۔ سندھ میں دادو، موہنجو داڑو، نوابشاہ میں پارہ 48 کو چھونےکی توقع ہے، خیبرپختونخوا میں چترال، دیر، سوات اور دیگر علاقوں میں بارش کا امکان ہے۔

کوئٹہ سمیت بلوچستان کے اکثرعلاقوں میں بھی آج موسم شدید گرم اور خشک رہے گا، محکمہ موسمیات کے مطابق کوئٹہ میں زیادہ سے زیارہ درجہ حرارت 32 سے 34، قلات میں 29 سے 31، گوادر اور جیونی میں 35 سے 37، نوکنڈی میں 38 سے 40، تربت میں 43 سے 45، سبی میں 47 سے 49 سینٹی گریڈ تک رہنے کا امکان ہے۔ صوبہ کے بیشتر علاقوں میں تیز ہوائیں چلنے کا بھی امکان ظاہر کیا گیا ہے۔","اسد",NULL,"ڈنگہ","9","0","1","0",NULL,NULL,NULL,"2022-06-07 18:23:14","2022-10-07 19:17:37"
"181","منی لانڈرنگ کے الزامات، سلمان شہباز سمیت 3 ملزمان کے ناقابل ضمانت وارنٹ جاری","[""E9YAVTJ20X.jpg""]","سپیشل کورٹ سینٹرل نے منی لانڈرنگ کے الزام میں وزیر اعظم شہباز شریف کے بیٹے سلمان شہباز سمیت تین ملزموں کے ناقابل ضمانت وارنٹ گرفتاری جاری کر دیئے۔

سپیشل سنٹرل کورٹ کے جج نے وزیر اعظم شہباز شریف اور ان کے بیٹے وزیراعلی حمزہ شہباز کیخلاف ایف آٸی اے کے منی لانڈرنگ کیس پر سماعت کرنے والی عدالت نے 4 جون کی کارروائی کا تحریری حکم جاری کر دیا جس کے تحت سپیشل کورٹ سینٹرل نے منی لانڈرنگ کے الزام میں سلمان شہباز سمیت تین ملزموں ملک مقصود اور طاہر نقوی کے ناقابل ضمانت وارنٹ گرفتاری جاری کر دیئے ہیں۔

عدالت نے آٸندہ سماعت پر متعلقہ پولیس سے وارنٹس کی عمل درآمد رپورٹ مانگ لی۔ تحریری فیصلے میں کہا گیا کہ ایف آئی اے نے ملزموں کے ایڈریس اور ولدیت کے حوالے سے ضمنی چالان جمع کرایا دیا گیا ہے۔ پہلے داخل کرائے گٸے چالان میں ملزموں کے کواٸف درست نہیں تھے، منی لانڈرنگ کیس کی مزید سماعت 11 جون کو ہوگی۔","اسد",NULL,"ڈنگہ","9","0","1","0",NULL,NULL,NULL,"2022-06-07 18:24:46","2022-10-07 19:17:37"
"182","چینی اورگھی کی قیمتوں میں کمی کے حوالے سے جلد خوشخبری دیں گے :حمزہ شہباز","[""zFDkh3ghYi.jpg""]","وزیراعلی پنجاب حمزہ شہباز نے کہا کہ عوام کوتفصیلات کے مطابق وزیراعلیٰ پنجاب حمزہ شہباز سے لاہور کے سابق چیئرمینوں اوروائس چیئرمینوں نے ملاقات کی جس میں وزیر اعلی نے مسائل سنے اور ان کے حل کیلئے ہدایات دیں۔

ملاقات میں میاں مجتبیٰ شجاع الرحمن، توصیف شاہ، کبیر تاج، صبغت اللہ، دستگیر شاہ، احمد بٹ اور متعلقہ حکام بھی اس موقع پر موجود تھے۔

اس موقع پر وزیراعلی پنجاب حمزہ شہباز شریف نے کہا کہ عوام کو مشکل وقت میں ریلیف دینے کیلئے آٹے پر 200 ارب روپے سبسڈی دے رہے ہیں، چینی اورگھی کی قیمتوں میں کمی کے حوالے سے جلد خوشخبری دیں گے۔

انہوں نے کہا کہ اگلے ماہ سے منتخب ہسپتالوں میں کینسر اوردیگر ادویات مفت ملیں گی، اندرون لاہور میں بجلی کے لٹکتے ہوئے تار اورگیس کی عدم فراہمی کے مسائل حل کریں گے، پارکنگ کے مسائل کرنے کیلئے پارکنگ پلازے بنانے کا جائزہ لیں گے۔

وزیراعلی نے مزید کہا کہ کوٹ خواجہ سعید،سید مٹھا اوریکی گیٹ ہسپتالوں میں علاج معالجے کی سہولتوں کو بہتر بنایا جائے گا، عوام کے دکھوں کے مداواے اور مسائل کے حل کیلئے ہر چھوٹے بڑے شہر جاؤں گا، سیاست نہیں خدمت پر یقین رکھتا ہوں، واسا کو پانی کی فراہمی کیلئے ہدایات جاری کردی ہیں، لاہور بھر کے فلٹریشن پلانٹس کو بحال کیا جارہا ہے، طویل سیاسی جدوجہد کرنے والے اور ظلم برداشت کرنے والے پارٹی کارکنوں کوسلام پیش کرتا ہوں۔ مشکل وقت میں ریلیف دینے کیلئے آٹے پر 200 ارب روپے سبسڈی دے رہے ہیں ۔چینی اورگھی کی قیمتوں میں کمی کے حوالے سے جلد خوشخبری دیں گے۔","منور کھوکھر","دولت نگر",NULL,"20","0","1","0",NULL,NULL,NULL,"2022-06-07 18:42:31","2022-11-21 17:17:34"
"183","مقبوضہ کشمیر میں بھارتی بربریت جاری، مزید تین نوجوان شہید","[""FpABRASYJf.jpg""]","مقبوضہ وادی میں بھارتی بربریت کا سلسلہ جاری ہے، چوبیس گھنٹوں کے دوران قابض فورسز نے تین نوجوانوں کو شہید کر دیا۔

بھارتی فورسز نے کپواڑہ میں ریاستی دہشتگردی کی تازہ کارروائی کے دوران دو کشمیری نوجوانوں کو گولیاں مار کر شہید کر دیا۔ دونوں نوجوانوں کو محاصرے اور تلاشی کی کارروائی کے دوران شہید کیا گیا۔

آخری اطلاعات موصول ہونے تک تلاشی اور محاصرے کی کارروائی کا سلسلہ جاری تھا۔ گزشتہ شب بھی بھارتی فورسز نے ضلع بارہمولہ میں ایک نوجوان کو شہید کردیا تھا۔","منور کھوکھر","دولت نگر",NULL,"20","0","1","0",NULL,NULL,NULL,"2022-06-07 18:44:10","2022-11-21 17:17:34"
"184","چیئرمین نیب کی تعیناتی کیلئے چیف جسٹس پاکستان سے مشاورت کی درخواست مسترد","[""qGSLQFF6jc.jpg""]","اسلام آباد ہائی کورٹ کے چیف جسٹس اطہر من اللہ نے چیئرمین نیب کی تعیناتی کے لیے چیف جسٹس آف پاکستان سے مشاورت کی درخواست ناقابل سماعت قرار دے کر خارج کردی۔

چیف جسٹس اسلام آباد ہائیکورٹ جسٹس اطہر من اللہ نے شہری محمد فہد کی درخواست پر سماعت کی، درخواست گزار نے مؤقف اختیار کیا کہ چیف جسٹس پاکستان کی مشارت کے بغیر نئے چیئرمین نیب کی تعیناتی روکی جائے، عدالت عظمیٰ نے 2001 میں فیصلہ دیا جس پر تاحال عمل نہیں کیا گیا۔

درخواست میں مؤقف اختیار کیا گیا کہ سپریم کورٹ نے نیب آرڈی نینس کے سیکشن 6 میں ترمیم کا حکم دیا تھا جو چیئرمین نیب کی تعیناتی سے متعلق ہے، 20 برس گزرنے کے باوجود نیب آرڈی نینس میں چیئرمین کی تعیناتی سے متعلق شق میں ترمیم نہیں کی جا سکی، لہذا وزارت قانون کو چیئرمین نیب کی تعیناتی کے طریقہ کار میں ترمیم کی ہدایت کی جائے۔

درخواست گزار نے مزید کہا کہ قومی اسمبلی میں قائد ایوان اور قائد حزب اختلاف کی مشارت سے چیئرمین نیب کا تقرر ہوتا ہے جب کہ سپریم کورٹ نے سیکشن 6 میں ترمیم کر کے چیف جسٹس کی مشاورت کا کہا جبکہ سپریم کورٹ کے فیصلے پر عمل نہیں کیا گیا۔

دوران سماعت چیف جسٹس اسلام آباد ہائی کورٹ اطہر من اللہ نے ریمارکس دئیے کہ عدالت عظمیٰ کے جس فیصلے کا آپ نے حوالہ دیا اس کے بعد کئی فیصلے آ چکے ہیں، اس فیصلے میں سپریم کورٹ کی صرف آبزرویشن تھی۔ یہ اختیار پارلیمنٹ کا ہے اور عدالت پارلیمنٹ کو ہدایات نہیں دے سکتی۔

چیف جسٹس اسلام آباد ہائی کورٹ اطہر من اللہ نے دلائل کے بعد درخواست ناقابل سماعت قرار دے کر خارج کردی۔","منور کھوکھر","دولت نگر",NULL,"20","0","1","0",NULL,NULL,NULL,"2022-06-07 18:46:48","2022-11-21 17:17:34"
"185","یوکرین کے فوجی اڈے کو تباہ کر دیا، روسی فوج کا دعوٰی","[""ZKVp3vw31J.jpg""]","روسی فوج نے دعویٰ کیا ہے کہ یوکرین کے فوجی اڈے کو تباہ کر دیا ہے جبکہ یوکرین کا کہنا ہے کہ ڈونیٹسک اور لوہانسک میں کئی بار روسی فوجیوں کو پیچھے دکھیلا ہے۔

روسی وزارت دفاع کے ترجمان نے کہا ہے کہ یوکرینی ٹینکوں اور دیگر ہتھیاروں کو تباہ کرنے کیلئے طویل فاصلے تک مار کرنے والے میزائلوں کا استعمال کیا گیا، انہوں نے مزید کہا کہ اوڈیسا کے قریب یوکرین کے فوجی کارگو طیارے کو بھی مار گرایا گیا ہے جو ہتھیاروں سے بھرا ہوا تھا۔

یوکرین نے بھی روسی وزارت دفاع کے ترجمان کے بیان کی تصدیق کرتے ہوئے کہا کہ ایک روسی میزائل کو روک لیا گیا تھا، باقی نے فوجی تنصیبات کو تباہ کر دیا۔

دوسری جانب یوکرین نے روس کے سرحدی علاقے میں ایک گاؤں پر حملہ کیا جس میں ایک پل اور فیکٹری کو نقصان پہنچ","لیاقت قادری",NULL,"کھاریاں","23","0","1","0",NULL,NULL,NULL,"2022-06-07 18:55:24","2023-03-09 19:06:25"
